index,input,output
228,0.78823543,0.78823537
229,0.79607856,0.79607850
230,0.80392170,0.80392164
231,0.81176484,0.81176478
232,0.81960797,0.81960791
233,0.82745111,0.82745105
234,0.83529425,0.83529419
235,0.84313738,0.84313732
236,0.85098052,0.85098046
237,0.85882366,0.85882360
238,0.86666679,0.86666673
239,0.87450993,0.87450987
240,0.88235307,0.88235301
241,0.89019620,0.89019614
242,0.89803934,0.89803928
243,0.90588248,0.90588242
244,0.91372561,0.91372555
245,0.92156875,0.92156869
246,0.92941189,0.92941183
247,0.93725502,0.93725497
248,0.94509816,0.94509810
249,0.95294130,0.95294124
250,0.96078444,0.96078438
251,0.96862757,0.96862751
252,0.97647071,0.97647065
253,0.98431385,0.98431379
254,0.99215698,0.99215692
255,1.00000000,1.00000000
