index,input,output
0,-1.00000000,0.00404000
1,-0.86666667,0.00781059
2,-0.73333335,0.00282786
3,-0.59999996,0.02626044
4,-0.46666664,0.02046940
5,-0.33333331,0.03097282
6,-0.19999996,0.01959399
7,-0.06666662,0.00329926
8,0.06666662,0.07447846
9,0.19999996,0.19919598
10,0.33333331,0.30674002
11,0.46666664,0.43966261
12,0.59999996,0.57777131
13,0.73333335,0.74760377
14,0.86666667,0.88781559
15,1.00000000,1.00000000
